price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,age,dist_city_center_km
3490000,3700,4,1,1,yes,yes,no,no,no,0,yes,unfurnished,14.0,0.3
4987000,10103,4,1,1,yes,yes,no,yes,no,2,no,semi-furnished,10.0,4.3
2758000,3287,5,1,1,yes,no,no,no,no,1,no,semi-furnished,1.0,4.5
2716000,2829,3,1,2,no,no,no,no,no,2,no,semi-furnished,2.0,5.0
5454000,8048,2,4,3,yes,no,yes,no,yes,2,yes,semi-furnished,6.0,9.8
5596000,7242,4,4,2,no,no,no,no,yes,2,yes,unfurnished,2.0,3.0
4807000,6873,4,1,3,yes,yes,no,no,no,2,no,unfurnished,19.0,3.0
4800000,6882,4,2,2,yes,no,yes,no,no,0,yes,semi-furnished,6.0,0.5
3995000,5473,3,3,2,yes,yes,yes,no,yes,1,no,unfurnished,1.0,9.3
2340000,3526,2,1,2,yes,no,yes,no,no,2,no,semi-furnished,8.0,6.7
4365000,5667,3,3,1,yes,no,no,no,yes,0,no,semi-furnished,1.0,3.4
4393000,4010,5,4,1,yes,no,no,no,no,0,yes,semi-furnished,2.0,9.8
4558000,7645,3,1,2,yes,no,no,no,no,2,no,unfurnished,3.0,6.2
3354000,5176,3,1,4,yes,no,,no,no,2,no,semi-furnished,,
3712000,3684,3,4,1,yes,no,no,no,yes,1,no,semi-furnished,31.0,5.7
3373000,4793,3,2,1,yes,no,no,no,yes,2,no,semi-furnished,21.0,8.1
4410000,6408,5,1,3,yes,no,yes,no,yes,2,no,furnished,5.0,8.6
3862000,4260,4,1,1,yes,no,yes,no,no,1,yes,semi-furnished,4.0,2.7
4093000,3691,4,2,3,yes,no,no,no,yes,0,no,furnished,10.0,1.2
3806000,6036,3,2,2,yes,yes,no,no,yes,3,no,unfurnished,15.0,1.4
3497000,6039,4,2,3,yes,no,no,no,no,1,no,furnished,60.0,8.2
3247000,4385,2,4,2,yes,no,no,no,no,0,no,semi-furnished,2.0,16.5
3762000,4464,4,1,2,yes,no,yes,no,no,1,no,furnished,1.0,4.2
3021000,6011,3,2,2,no,no,no,no,no,2,no,unfurnished,14.0,1.5
2658000,2314,3,2,2,yes,no,no,no,no,0,yes,semi-furnished,21.0,11.3
2003000,2404,4,2,2,no,no,yes,no,no,1,no,unfurnished,22.0,14.3
2981000,3919,5,1,1,yes,yes,no,no,no,0,no,unfurnished,14.0,17.0
3903000,5030,2,4,2,yes,no,no,no,yes,3,yes,unfurnished,37.0,7.5
4735000,6184,4,3,2,yes,no,no,yes,no,0,yes,unfurnished,9.0,15.8
4824000,8746,3,2,3,yes,no,no,no,no,1,no,furnished,29.0,0.3
3796000,7387,3,2,2,yes,no,no,no,no,3,no,unfurnished,41.0,0.9
3291000,5148,1,1,2,yes,no,yes,no,no,0,yes,semi-furnished,23.0,0.8
2924000,5458,3,2,1,no,yes,no,no,no,3,yes,unfurnished,4.0,10.0
3308000,3294,3,2,2,yes,no,no,no,yes,3,yes,unfurnished,3.0,0.6
3686000,5459,2,2,2,yes,yes,no,yes,no,2,no,unfurnished,10.0,5.5
3418000,4865,3,4,3,yes,no,yes,no,no,0,no,furnished,7.0,5.1
3347000,6210,5,2,3,yes,no,no,no,no,2,no,semi-furnished,25.0,3.0
2018000,3680,2,2,1,yes,no,no,no,yes,2,no,semi-furnished,1.0,16.3
5218000,6643,4,3,3,yes,no,no,no,no,3,no,furnished,4.0,1.5
4770000,8872,3,1,1,yes,no,yes,no,yes,0,no,furnished,17.0,3.5
4042000,5261,4,2,2,yes,yes,yes,no,yes,2,no,semi-furnished,1.0,11.9
4346000,6384,3,1,2,yes,no,yes,no,yes,1,no,unfurnished,5.0,0.3
4468000,7018,2,2,1,yes,yes,no,yes,yes,0,yes,semi-furnished,6.0,8.9
3393000,4617,2,3,2,yes,no,yes,no,no,1,no,semi-furnished,12.0,13.6
3824000,5993,2,2,1,yes,yes,no,no,no,2,yes,semi-furnished,2.0,21.5
3342000,5528,2,3,1,yes,no,no,no,no,1,yes,unfurnished,24.0,16.7
4190000,5715,4,2,2,yes,no,no,no,no,1,yes,unfurnished,7.0,3.1
3338000,3799,5,1,2,yes,no,no,no,no,3,no,semi-furnished,30.0,7.1
4261000,5554,4,3,3,yes,yes,no,no,no,1,no,furnished,8.0,0.6
3587000,6596,4,1,2,no,no,no,no,no,2,no,semi-furnished,4.0,2.4
4117000,8693,2,1,2,yes,no,no,no,no,1,no,unfurnished,2.0,0.8
3696000,7610,3,2,2,yes,no,yes,no,no,1,no,semi-furnished,0.0,3.0
5122000,10237,3,1,1,yes,yes,yes,no,no,2,no,semi-furnished,9.0,16.6
2656000,3812,2,1,1,yes,no,no,no,no,3,yes,furnished,1.0,3.4
4622000,7419,3,2,2,no,no,no,no,yes,1,no,furnished,6.0,6.6
4253000,5903,3,2,2,yes,yes,yes,no,no,2,yes,unfurnished,11.0,4.5
5271000,10318,3,2,2,yes,no,no,no,no,0,no,semi-furnished,4.0,4.9
3494000,3722,3,4,2,yes,no,no,yes,no,0,no,semi-furnished,2.0,27.9
3133000,3653,4,2,2,yes,no,yes,no,yes,1,no,semi-furnished,18.0,2.8
3604000,4181,4,3,1,yes,yes,no,no,no,0,yes,unfurnished,35.0,7.9
2029000,827,3,1,1,yes,yes,yes,no,no,1,no,furnished,1.0,4.4
3557000,4343,5,2,3,yes,yes,no,no,no,1,no,unfurnished,2.0,0.5
3619000,3830,6,3,2,yes,no,no,yes,yes,0,no,semi-furnished,39.0,5.4
4236000,5831,3,2,3,yes,no,yes,no,yes,1,no,unfurnished,0.0,13.4
3610000,6252,3,2,1,yes,no,no,no,no,1,no,unfurnished,46.0,0.8
5329000,9628,3,2,4,yes,no,no,no,no,1,no,semi-furnished,0.0,0.6
4898000,7591,5,1,1,yes,yes,no,no,yes,3,yes,furnished,25.0,1.3
3414000,4231,5,2,1,no,yes,,no,yes,2,no,furnished,,
2504000,3523,2,2,4,yes,no,no,no,no,1,no,unfurnished,33.0,10.3
4332000,6582,3,3,1,no,yes,no,no,no,3,no,furnished,5.0,6.7
1739000,2595,3,1,2,yes,no,no,no,no,2,no,semi-furnished,13.0,5.1
4986000,9529,3,4,1,yes,no,no,no,no,0,no,furnished,1.0,17.5
4756000,8095,2,4,2,yes,yes,yes,no,no,0,no,semi-furnished,3.0,11.6
4280000,4468,5,1,3,yes,no,yes,no,yes,2,yes,furnished,18.0,13.4
1089000,1731,4,1,1,no,no,no,no,no,1,no,unfurnished,9.0,13.4
4951000,8479,4,3,2,no,no,yes,no,yes,2,no,unfurnished,32.0,8.2
4033000,5248,5,4,1,yes,no,no,no,no,2,no,semi-furnished,7.0,4.9
4656000,8223,4,2,2,yes,yes,no,no,yes,2,no,semi-furnished,24.0,16.0
2267000,1992,3,1,1,yes,no,no,no,no,3,yes,semi-furnished,7.0,20.8
2380000,4181,4,2,1,no,no,no,no,no,1,no,unfurnished,47.0,0.3
3484000,5512,2,2,1,yes,no,no,no,yes,0,no,semi-furnished,39.0,0.4
3759000,5603,4,1,1,yes,yes,,no,yes,2,yes,semi-furnished,,
3497000,4510,2,2,3,yes,no,yes,no,yes,1,no,semi-furnished,26.0,2.6
3483000,6870,4,1,2,yes,no,no,no,no,2,no,unfurnished,23.0,16.5
2544000,3151,2,1,1,yes,no,yes,no,yes,3,no,semi-furnished,3.0,3.9
4124000,5187,2,2,2,yes,no,no,no,yes,2,yes,semi-furnished,12.0,1.0
3169000,5765,2,2,1,no,no,no,no,no,1,no,semi-furnished,1.0,0.7
3333000,6632,1,1,2,yes,no,yes,no,no,1,no,semi-furnished,22.0,1.4
4715000,7066,4,2,4,yes,no,no,no,yes,1,no,semi-furnished,2.0,2.3
2373000,3026,4,1,2,yes,yes,yes,no,no,1,no,semi-furnished,1.0,5.4
3092000,2125,3,1,3,yes,no,no,no,no,2,yes,semi-furnished,6.0,9.7
4220000,8311,2,1,2,yes,no,yes,no,no,2,no,unfurnished,10.0,34.4
4533000,6231,2,4,1,yes,no,no,no,yes,2,no,furnished,23.0,4.7
1768000,3853,1,2,2,yes,no,no,no,no,0,no,semi-furnished,44.0,5.8
4380000,8913,2,2,2,yes,no,no,no,no,1,no,semi-furnished,7.0,5.9
4503000,5754,5,2,2,yes,no,yes,no,no,2,yes,semi-furnished,1.0,6.2
4220000,8094,2,4,3,yes,yes,no,no,no,1,no,semi-furnished,17.0,5.8
3856000,5649,3,1,2,yes,yes,yes,no,no,1,no,unfurnished,10.0,0.3
5897000,10034,2,2,3,yes,no,no,yes,no,2,no,semi-furnished,7.0,0.3
5974000,9362,2,2,3,yes,no,no,no,no,2,yes,unfurnished,4.0,0.8
2877000,4952,3,2,2,yes,no,no,no,no,1,no,unfurnished,8.0,0.9
4528000,7637,4,1,2,yes,no,no,no,yes,2,no,unfurnished,5.0,9.8
4632000,6920,2,2,1,yes,no,no,no,yes,0,yes,unfurnished,17.0,1.8
4335000,8511,2,1,4,yes,no,no,no,no,3,no,semi-furnished,9.0,18.0
3112000,3377,3,2,2,yes,yes,yes,yes,no,0,yes,semi-furnished,25.0,21.1
2631000,7009,2,2,1,yes,no,no,no,no,0,no,unfurnished,9.0,29.8
4251000,7829,2,1,1,yes,no,yes,no,no,2,no,semi-furnished,3.0,22.4
3033000,1631,6,3,2,yes,no,yes,no,no,0,no,furnished,23.0,2.5
2502000,2897,4,1,1,yes,no,no,no,yes,2,no,semi-furnished,10.0,5.7
2527000,1014,3,3,1,yes,no,no,no,yes,2,no,semi-furnished,3.0,1.5
3623000,4907,3,2,2,yes,no,yes,no,no,2,no,furnished,12.0,13.1
3667000,7079,3,1,1,yes,no,no,no,no,3,no,unfurnished,5.0,17.5
4732000,8805,3,1,2,yes,no,yes,no,yes,1,no,semi-furnished,22.0,15.2
4558000,5663,4,4,1,yes,no,no,no,no,2,no,unfurnished,7.0,4.5
4788000,9083,4,1,1,yes,no,no,no,yes,0,no,furnished,16.0,11.4
2704000,2464,2,1,2,no,no,no,no,yes,1,no,semi-furnished,1.0,0.8
2808000,1753,3,1,2,yes,yes,no,no,yes,2,no,furnished,6.0,0.3
3094000,5378,3,2,1,no,no,yes,no,no,1,no,semi-furnished,49.0,11.2
4492000,6345,5,2,1,no,yes,no,no,yes,1,yes,semi-furnished,20.0,4.4
4213000,5428,4,1,2,yes,no,yes,no,yes,1,yes,unfurnished,2.0,43.3
2258000,952,3,1,1,yes,no,yes,no,no,2,yes,semi-furnished,4.0,0.8
2738000,5304,2,1,1,yes,yes,no,no,no,3,no,semi-furnished,5.0,15.5
2327000,2630,4,1,1,yes,no,yes,no,yes,0,no,semi-furnished,13.0,5.2
4131000,6973,2,2,3,yes,no,no,no,no,1,no,furnished,17.0,14.0
4246000,6307,3,2,3,yes,no,no,no,yes,2,yes,semi-furnished,17.0,13.6
2182000,3432,2,1,3,no,no,no,no,no,1,no,furnished,9.0,19.8
3439000,4369,4,2,2,yes,no,no,no,no,0,no,unfurnished,20.0,2.8
2317000,3170,2,2,2,yes,no,no,no,no,1,no,unfurnished,7.0,23.9
4024000,5362,3,4,2,yes,no,no,no,yes,1,no,semi-furnished,2.0,1.3
5547000,7601,5,4,2,yes,no,no,no,no,0,no,semi-furnished,10.0,0.7
3171000,3331,2,3,1,yes,yes,yes,no,no,2,no,furnished,37.0,4.5
4516000,6609,3,1,2,yes,no,no,no,yes,1,yes,unfurnished,19.0,14.1
2487000,4333,3,1,3,yes,no,no,no,yes,3,no,unfurnished,10.0,5.1
2276000,3756,1,1,2,yes,no,no,no,no,2,no,unfurnished,12.0,14.1
4058000,5265,4,1,2,yes,yes,yes,yes,no,2,no,semi-furnished,32.0,10.5
3784000,3222,2,2,1,yes,no,yes,no,yes,0,yes,semi-furnished,7.0,1.9
3034000,4282,3,3,2,yes,no,no,no,no,1,yes,semi-furnished,5.0,23.8
3371000,2865,3,3,2,yes,no,no,yes,yes,0,no,unfurnished,45.0,0.5
6298000,9822,4,3,3,yes,no,no,no,yes,3,no,unfurnished,24.0,18.3
2818000,5578,4,2,1,yes,no,no,no,no,0,no,semi-furnished,5.0,2.9
3402000,3961,3,2,3,yes,no,no,no,yes,1,no,unfurnished,7.0,5.5
3229000,5971,1,1,2,yes,no,no,no,no,1,no,unfurnished,6.0,4.4
4280000,5253,4,1,3,yes,no,yes,no,yes,1,yes,semi-furnished,2.0,1.5
2866000,5014,3,2,2,yes,no,no,no,no,0,no,unfurnished,38.0,3.5
4922000,6851,4,1,2,yes,yes,yes,no,no,1,yes,semi-furnished,6.0,1.7
4132000,7167,4,2,2,yes,no,yes,no,no,0,no,semi-furnished,25.0,1.8
3397000,4333,4,1,2,yes,no,no,no,yes,0,no,furnished,3.0,1.7
4066000,4233,3,2,4,yes,no,yes,no,no,1,yes,semi-furnished,10.0,5.4
4192000,4895,3,3,1,yes,no,no,no,yes,2,no,unfurnished,0.0,12.8
1916000,700,4,1,1,yes,no,yes,no,no,1,no,semi-furnished,17.0,6.7
3342000,2167,3,3,3,yes,yes,yes,no,no,1,yes,furnished,10.0,17.9
4697000,8507,2,1,2,yes,no,no,no,yes,1,yes,semi-furnished,12.0,8.1
4846000,9119,5,2,2,yes,no,no,no,no,1,no,semi-furnished,1.0,9.4
4623000,4952,5,2,2,yes,yes,no,no,yes,3,no,semi-furnished,3.0,8.8
4127000,6768,3,2,1,yes,yes,no,no,yes,0,no,semi-furnished,1.0,4.8
5278000,6185,2,4,3,yes,yes,yes,no,yes,2,no,furnished,4.0,9.4
5385000,12274,3,1,2,no,no,no,no,no,2,no,unfurnished,12.0,0.6
4283000,7963,4,2,1,yes,yes,yes,no,no,2,no,unfurnished,10.0,15.7
3666000,5219,5,2,1,no,no,,no,yes,0,no,semi-furnished,11.0,12.0
2758000,3398,2,3,3,yes,no,no,no,no,1,no,unfurnished,10.0,2.3
1503000,1966,2,1,1,yes,no,no,no,yes,2,no,unfurnished,4.0,11.7
5471000,5948,5,3,3,yes,no,no,yes,yes,0,no,semi-furnished,3.0,0.3
3106000,3836,3,2,1,yes,no,yes,no,no,2,yes,unfurnished,2.0,2.0
2412000,2371,3,1,2,yes,no,no,no,no,2,no,unfurnished,23.0,0.5
4770000,4078,6,2,3,yes,no,yes,no,yes,2,yes,semi-furnished,12.0,12.1
2348000,3121,2,1,2,yes,no,yes,yes,yes,0,no,semi-furnished,2.0,11.3
4612000,9212,4,2,2,yes,no,no,no,no,2,no,unfurnished,2.0,13.4
4655000,7440,2,3,2,yes,no,yes,no,yes,2,no,semi-furnished,25.0,0.3
3523000,5482,3,2,1,yes,yes,yes,no,yes,2,no,unfurnished,16.0,5.6
4892000,8756,4,2,1,no,no,no,no,no,0,no,semi-furnished,13.0,9.8
3670000,5670,3,2,4,yes,no,no,no,no,0,no,semi-furnished,6.0,1.4
4094000,3605,6,1,3,yes,no,yes,no,no,1,yes,semi-furnished,4.0,8.4
4503000,8851,3,1,2,yes,no,no,no,no,0,no,semi-furnished,47.0,0.7
4213000,6686,3,2,2,yes,no,no,no,yes,1,no,unfurnished,19.0,1.6
2846000,3218,2,1,1,yes,yes,no,no,no,3,yes,semi-furnished,4.0,5.2
3501000,5081,3,1,1,yes,no,no,no,yes,1,no,unfurnished,23.0,8.5
2598000,3574,3,2,2,yes,no,no,no,no,2,no,semi-furnished,17.0,1.3
2969000,2458,2,1,3,yes,no,no,no,no,0,yes,unfurnished,4.0,1.6
3443000,7538,3,1,2,yes,no,no,no,no,0,no,unfurnished,7.0,1.8
5686000,9701,3,2,3,yes,no,yes,no,no,0,no,furnished,2.0,2.2
1433000,2423,4,1,1,no,no,no,no,no,1,no,unfurnished,1.0,2.1
4816000,6739,4,3,2,yes,no,no,no,yes,3,no,furnished,15.0,4.0
3082000,4069,4,3,1,yes,no,no,no,no,0,no,unfurnished,4.0,8.5
2770000,4428,1,2,2,yes,no,yes,no,no,2,no,semi-furnished,21.0,4.6
2265000,4197,2,1,1,no,yes,no,no,no,1,yes,unfurnished,65.0,12.0
3412000,3599,4,3,4,yes,no,no,yes,yes,3,no,unfurnished,1.0,10.2
3661000,5607,3,3,1,yes,no,no,no,yes,0,no,furnished,8.0,1.1
3206000,3672,1,3,3,no,yes,no,no,yes,0,no,furnished,19.0,0.4
4308000,6095,4,1,2,yes,yes,no,no,yes,0,yes,semi-furnished,19.0,16.8
3753000,5389,4,2,4,yes,no,yes,no,no,1,no,semi-furnished,17.0,0.7
4495000,4974,3,3,2,yes,no,no,no,yes,1,no,furnished,5.0,1.3
2827000,3503,2,2,3,yes,no,no,no,yes,2,no,furnished,7.0,0.3
3544000,4231,4,2,1,yes,no,yes,no,no,2,yes,semi-furnished,11.0,7.9
4126000,7162,3,2,2,yes,no,yes,no,no,2,no,furnished,44.0,7.0
4740000,6602,4,2,3,yes,yes,no,yes,no,1,yes,unfurnished,5.0,34.7
2293000,3349,4,1,1,yes,yes,no,no,no,0,no,unfurnished,31.0,17.4
3898000,5719,4,2,1,yes,yes,no,no,yes,1,no,unfurnished,4.0,4.2
3909000,7153,3,1,2,yes,yes,yes,no,yes,3,no,furnished,54.0,3.7
3166000,1827,2,2,3,yes,yes,yes,no,yes,2,no,furnished,13.0,2.8
3854000,6695,4,1,2,no,no,yes,no,no,2,no,semi-furnished,7.0,1.3
3886000,4042,4,2,2,yes,no,no,no,yes,2,yes,unfurnished,11.0,1.2
3474000,6755,4,1,1,yes,no,no,no,no,0,no,semi-furnished,4.0,1.1
2553000,3821,2,2,1,yes,no,no,no,yes,0,no,semi-furnished,4.0,1.0
2849000,1529,2,3,3,yes,no,no,no,no,0,no,furnished,1.0,2.2
1700000,1919,5,1,1,yes,no,yes,no,no,1,no,unfurnished,1.0,2.9
3460000,5606,4,1,2,yes,no,yes,no,no,0,yes,semi-furnished,5.0,26.1
4555000,6071,5,1,3,yes,no,no,no,no,1,no,furnished,17.0,6.9
3338000,3511,4,3,1,yes,yes,yes,no,no,2,no,semi-furnished,11.0,35.1
4069000,6905,3,2,2,yes,no,yes,no,no,2,no,unfurnished,1.0,3.7
2694000,1845,4,2,1,yes,no,no,no,no,2,no,semi-furnished,23.0,4.9
3794000,5355,5,1,2,yes,no,no,no,no,3,no,unfurnished,11.0,3.1
2204000,2836,3,2,1,yes,no,no,no,no,0,no,unfurnished,39.0,1.6
3604000,4066,4,3,2,yes,no,no,no,yes,0,no,unfurnished,13.0,1.2
3526000,5604,2,3,1,yes,no,no,no,no,2,no,semi-furnished,2.0,23.2
3446000,3607,3,2,2,yes,yes,no,no,yes,1,yes,unfurnished,8.0,34.6
4295000,4654,4,1,2,yes,no,yes,no,yes,1,no,unfurnished,13.0,0.4
3780000,7714,3,1,1,no,yes,no,no,no,1,no,semi-furnished,0.0,1.3
3227000,4231,2,1,2,yes,no,yes,no,yes,1,no,furnished,0.0,4.4
3852000,7339,3,1,1,yes,yes,yes,no,yes,1,no,unfurnished,2.0,1.6
2816000,3015,2,1,2,yes,no,yes,no,yes,1,no,furnished,3.0,3.6
4054000,6666,2,1,1,yes,yes,no,no,no,1,no,unfurnished,7.0,1.1
5629000,8671,3,2,2,yes,no,no,no,no,2,yes,furnished,8.0,4.9
2333000,700,5,4,1,yes,yes,no,no,no,1,no,unfurnished,2.0,2.5
3158000,3747,3,2,2,no,yes,no,no,no,1,yes,semi-furnished,13.0,3.5
2969000,6770,2,3,1,no,no,no,no,no,0,no,unfurnished,11.0,0.8
3687000,5053,2,2,2,yes,yes,no,no,yes,1,yes,semi-furnished,4.0,4.5
3809000,6317,4,1,1,yes,yes,no,no,yes,2,no,unfurnished,0.0,32.7
3326000,4171,3,2,3,yes,yes,no,no,no,2,no,furnished,1.0,3.2
3704000,5690,4,1,3,yes,no,yes,no,yes,2,no,semi-furnished,6.0,16.7
4035000,5158,4,2,1,yes,no,yes,no,yes,0,no,furnished,2.0,14.8
4631000,8069,4,1,2,yes,yes,no,no,no,1,yes,unfurnished,6.0,24.3
4026000,6060,3,4,1,yes,yes,yes,no,no,1,yes,semi-furnished,12.0,12.5
3170000,6243,4,1,2,yes,no,no,no,yes,1,no,unfurnished,10.0,8.6
2584000,4594,3,1,2,yes,no,no,no,no,1,no,unfurnished,3.0,15.5
3062000,4427,5,4,2,no,no,no,no,no,1,no,unfurnished,5.0,0.6
2251000,4548,4,1,2,no,no,yes,no,no,1,no,unfurnished,11.0,5.0
3769000,6368,3,2,1,yes,no,no,no,no,2,no,semi-furnished,24.0,36.3
3164000,4574,3,2,2,yes,no,no,no,yes,0,no,unfurnished,17.0,11.7
3025000,6138,2,3,1,no,no,,no,no,2,no,unfurnished,10.0,26.2
5757000,10066,4,4,2,yes,no,no,no,no,0,no,furnished,5.0,12.1
4057000,7416,2,4,2,yes,no,no,no,no,0,no,furnished,5.0,16.6
3739000,4783,3,1,2,yes,no,no,no,no,3,yes,furnished,25.0,9.8
4872000,8143,3,3,1,no,no,yes,no,no,3,yes,semi-furnished,0.0,11.4
2674000,4602,4,2,1,yes,no,no,no,no,0,no,semi-furnished,53.0,5.9
2039000,1016,4,2,1,yes,no,yes,no,yes,1,no,semi-furnished,13.0,20.6
1961000,3282,4,1,1,no,no,no,no,no,0,yes,unfurnished,14.0,13.9
2168000,1384,4,2,1,yes,yes,yes,no,no,1,no,semi-furnished,0.0,14.9
3162000,4727,2,4,3,no,no,no,no,no,2,no,unfurnished,11.0,8.9
3829000,5541,2,3,3,yes,no,yes,no,no,3,no,semi-furnished,8.0,2.9
6196000,9188,4,2,2,yes,no,yes,no,yes,2,yes,furnished,1.0,0.3
3707000,6219,3,1,2,yes,no,,no,yes,1,no,semi-furnished,,
3232000,5018,3,2,1,yes,yes,no,no,no,2,no,unfurnished,27.0,7.1
5584000,7325,1,3,3,yes,yes,yes,no,yes,1,yes,furnished,10.0,2.8
2364000,700,3,2,1,yes,no,no,no,yes,3,no,semi-furnished,6.0,1.3
4108000,6018,1,2,3,yes,no,no,yes,no,2,no,furnished,1.0,14.2
4022000,7196,5,1,2,yes,no,yes,no,no,1,no,semi-furnished,15.0,14.5
1869000,2247,2,2,1,yes,yes,no,no,no,1,no,semi-furnished,15.0,13.5
4780000,8016,3,2,3,yes,no,no,yes,no,1,no,unfurnished,11.0,8.3
3708000,6245,1,3,1,yes,no,no,yes,no,0,no,unfurnished,9.0,3.6
3229000,4586,4,2,2,yes,no,no,no,no,2,no,semi-furnished,7.0,2.9
4237000,6892,3,1,2,yes,no,no,no,yes,1,no,unfurnished,11.0,0.3
5921000,10496,5,2,1,yes,no,yes,no,yes,1,yes,semi-furnished,3.0,14.3
3783000,5900,5,1,2,yes,no,no,no,no,1,no,unfurnished,34.0,0.7
4336000,6046,3,4,2,yes,no,yes,no,no,2,no,semi-furnished,11.0,8.0
3276000,4489,5,2,2,yes,yes,no,no,yes,0,no,unfurnished,4.0,5.6
3483000,3630,6,2,1,yes,no,yes,no,yes,2,no,unfurnished,7.0,6.0
5380000,7327,4,2,3,yes,no,no,no,no,2,yes,unfurnished,20.0,20.9
3435000,3617,4,2,1,yes,no,yes,no,no,3,no,furnished,2.0,0.3
3870000,5657,2,2,1,yes,no,no,no,no,1,no,unfurnished,4.0,11.9
2305000,4449,3,2,1,yes,no,no,no,no,0,no,unfurnished,14.0,0.4
3921000,6554,2,1,1,yes,no,no,no,no,1,yes,unfurnished,5.0,0.3
2679000,6234,2,1,1,yes,no,no,no,no,1,yes,semi-furnished,19.0,4.5
5687000,7783,6,1,4,yes,no,no,no,yes,0,yes,furnished,2.0,0.5
3044000,4378,3,2,1,no,no,yes,no,no,2,no,semi-furnished,17.0,12.5
3692000,4906,4,1,1,yes,yes,yes,no,no,1,no,semi-furnished,1.0,6.0
3229000,3347,4,2,1,yes,no,no,no,yes,2,yes,unfurnished,0.0,0.3
4180000,4523,5,3,2,yes,no,no,no,yes,0,no,unfurnished,27.0,0.3
4680000,6330,6,3,3,no,yes,yes,no,no,2,no,furnished,10.0,7.6
3860000,7165,2,2,1,yes,yes,yes,no,no,2,no,unfurnished,5.0,13.1
2508000,3471,1,2,1,yes,no,yes,no,no,2,no,furnished,3.0,4.6
3744000,7413,3,1,1,yes,no,no,no,yes,2,no,semi-furnished,12.0,6.5
4892000,8482,2,2,1,yes,no,no,no,no,2,no,furnished,9.0,12.9
3446000,6410,1,3,1,yes,yes,no,no,no,3,no,unfurnished,57.0,7.5
5487000,9629,3,1,2,yes,yes,yes,no,yes,1,no,unfurnished,49.0,2.0
3413000,3798,4,2,1,yes,no,yes,no,no,1,no,semi-furnished,12.0,7.6
3167000,2762,3,3,2,yes,yes,yes,no,yes,0,yes,unfurnished,7.0,7.9
3160000,1587,3,3,1,yes,yes,no,no,no,0,yes,furnished,8.0,10.6
4952000,8791,4,1,3,yes,yes,no,no,no,0,no,semi-furnished,14.0,7.8
4203000,6940,2,2,3,yes,yes,yes,yes,no,0,yes,semi-furnished,1.0,27.9
3101000,5378,1,1,2,no,yes,no,no,no,1,no,furnished,5.0,1.8
3173000,6116,4,1,2,yes,no,yes,no,no,0,no,unfurnished,1.0,24.1
3536000,3024,4,3,2,yes,yes,no,no,no,0,no,unfurnished,1.0,6.2
6703000,10881,4,3,2,yes,no,no,no,no,3,yes,semi-furnished,3.0,8.9
3763000,5784,1,3,2,no,no,,no,yes,0,no,furnished,8.0,0.8
4183000,5741,4,1,2,yes,no,no,no,no,2,no,furnished,18.0,3.8
4215000,7097,4,3,3,yes,no,no,no,yes,0,no,semi-furnished,8.0,11.7
4151000,6558,3,2,3,yes,no,no,no,yes,3,no,semi-furnished,5.0,9.8
4022000,5993,4,1,1,yes,no,no,yes,yes,2,no,semi-furnished,1.0,0.3
4814000,3761,5,2,2,yes,no,yes,no,yes,2,yes,unfurnished,10.0,6.3
3429000,6537,3,1,1,yes,no,no,yes,no,2,no,semi-furnished,4.0,0.7
4542000,9640,3,3,1,yes,no,yes,no,no,0,yes,semi-furnished,11.0,43.9
5076000,8460,6,2,2,yes,no,no,no,yes,3,yes,unfurnished,45.0,18.2
5272000,9005,4,1,1,yes,yes,yes,no,no,2,no,semi-furnished,1.0,0.3
2924000,4375,3,1,3,yes,no,yes,no,no,2,no,semi-furnished,3.0,15.7
2580000,3323,4,1,1,yes,no,yes,no,no,2,no,semi-furnished,8.0,20.1
3913000,5223,3,1,2,yes,no,yes,no,yes,1,no,furnished,42.0,3.5
4264000,5623,2,2,2,yes,yes,no,no,yes,2,yes,furnished,18.0,10.2
5464000,7907,3,3,2,yes,no,yes,no,yes,1,yes,semi-furnished,27.0,4.7
2657000,1777,5,1,2,yes,no,no,no,yes,1,no,unfurnished,5.0,8.5
4704000,8865,5,1,3,yes,yes,yes,no,no,0,no,unfurnished,58.0,3.3
3410000,5152,3,2,2,yes,no,no,no,no,3,no,unfurnished,1.0,3.1
3755000,4561,3,3,2,yes,no,no,no,yes,0,no,semi-furnished,1.0,4.4
2674000,3273,2,1,1,yes,no,no,no,yes,0,no,semi-furnished,23.0,1.3
2354000,1859,6,1,2,yes,no,no,no,yes,1,no,semi-furnished,31.0,14.2
4406000,7311,6,2,3,yes,no,no,no,no,2,yes,furnished,1.0,3.4
3943000,5661,4,1,2,no,no,no,no,yes,2,no,semi-furnished,1.0,4.1
2464000,2662,4,1,3,no,no,no,no,no,0,no,semi-furnished,0.0,18.0
3224000,2651,4,2,2,yes,no,no,no,no,0,yes,furnished,1.0,5.5
3700000,4761,3,2,1,yes,no,no,no,yes,2,no,furnished,3.0,6.3
4218000,9172,2,2,1,yes,no,yes,no,no,3,no,semi-furnished,42.0,25.1
3265000,4929,3,2,1,yes,no,no,no,no,2,no,semi-furnished,13.0,17.4
3455000,2193,4,2,2,yes,yes,yes,no,no,1,yes,semi-furnished,18.0,1.5
3743000,4959,4,1,3,yes,yes,no,no,no,3,no,furnished,18.0,5.1
